FID,TNMID,GNIS_ID,AreaAcres,AreaSqKm,States,HUC8,Name,Ha,Pct_In_NWI,Ha_In_NWI,LAT,Lon,ZoneID
349,{7E28A7D6-E6DE-4B46-9791-C14D54CA0436},0.000000000000000,682882.000000000000000,2763.586782519999800,NY,04130003,Lower Genesee,276358.678195999990000,100.000000000000000,276358.678253000020000,42.903496757100001,-77.809431831799998,HU8_107
350,{4915E5EA-5E0B-447C-9072-7B3D9724CE08},0.000000000000000,445746.000000000000000,1803.910624619999900,"NY,CN",04140101,Irondequoit-Ninemile,180391.402115000000000,100.000000000000000,180391.062432000010000,43.207404339299998,-77.051388443799993,HU8_250
351,{42729678-4A98-457A-AF44-6E06B3937C5E},0.000000000000000,627694.000000000000000,2540.241856239999800,NY,04140102,Salmon-Sandy,254024.185716999990000,100.000000000000000,254024.185635000000000,43.639601000799999,-75.997230862099997,HU8_251
352,{D82BF972-A5E9-4AB9-82CB-0543E506C5D4},0.000000000000000,2214289.000000000000000,8961.106503700000800,NY,04140201,Seneca,896110.650372999950000,100.000000000000000,896110.650370000050000,42.777232072700002,-76.775322839899999,HU8_108
353,{3A790FC6-C8CE-4F48-8E58-3D814B33C444},0.000000000000000,958580.000000000000000,3879.318451449999900,NY,04140202,Oneida,387931.845169999990000,100.000000000000000,387931.845146999990000,43.206118826400001,-75.823600991399999,HU8_76
354,{96EAA764-06F4-44D8-B136-D41E9F01B326},0.000000000000000,93062.000000000000000,376.618356880000020,NY,04140203,Oswego,37661.835658800002000,100.000000000000000,37661.835724199998000,43.306713423100000,-76.406889519299995,HU8_252
355,{7EB944BF-3980-43F0-B044-952CF808DBEF},0.000000000000000,1220321.000000000000000,4938.572450159999800,NY,04150101,Black,493857.244897000030000,100.000000000000000,493857.244988000020000,43.738866431799998,-75.191098624899993,HU8_77
356,{8E7B78D4-50E3-4EAB-8F7A-4991C0DF1B0C},0.000000000000000,202603.000000000000000,819.924144299999970,NY,04150102,Chaumont-Perch,81992.414549900001000,100.000000000000000,81992.414474200006000,44.074988253999997,-76.046422783699995,HU8_253
357,{5C2C0FFE-84C1-434D-805E-12A34C571EEE},0.000000000000000,672068.000000000000000,2719.823848990000000,NY,04150302,Oswegatchie,271982.384976000000000,100.000000000000000,271982.384932000020000,44.254474200499999,-75.229294150399994,HU8_255
358,{CD988AAD-5F20-4B46-8B43-6BE662119ED8},0.000000000000000,360000.000000000000000,1456.900175870000100,NY,04150303,Indian,145690.017637999990000,100.000000000000000,145690.017639000000000,44.229308299300001,-75.611451955199996,HU8_256
359,{BBB4B2E5-4665-4C5D-B147-B0C53F1DD630},0.000000000000000,405091.000000000000000,1639.380363730000000,NY,04150304,Grass,163938.036417000000000,100.000000000000000,163938.036411000010000,44.454407623199998,-75.020257642499999,HU8_257
360,{F2A623B1-6CAF-4077-BE79-C4BC411AC7CC},0.000000000000000,806151.000000000000000,3262.446497020000200,NY,04150305,Raquette,326244.650258000010000,100.000000000000000,326244.649832999970000,44.270615085999999,-74.627394245600001,HU8_78
361,{6184C637-B87F-43BE-A146-BA2707EFCE9B},0.000000000000000,546753.000000000000000,2212.679765859999900,NY,04150306,St. Regis,221237.495228999990000,99.999657806599998,221236.738114000010000,44.627159465600002,-74.551669726399993,HU8_258
362,{9B14FD68-E66A-4E22-8B5E-12EF5B3811D4},0.000000000000000,263971.000000000000000,1068.276473110000100,"NY,CN",04150307,Salmon,105049.693921000000000,99.999983798599999,105049.675835000000000,44.792341188499996,-74.328599887600006,HU8_259
363,{FFE3A76A-3AA0-4124-9B3E-DBDFC5008F60},0.000000000000000,941731.000000000000000,3811.131811669999900,"NY,CN",04150309,Headwaters St. Lawrence River,77008.490599500001000,99.910754391300003,76939.571245400002000,44.342703631399999,-75.929759904799994,HU8_605
364,{766E3856-E1B1-4458-8E18-E312FEB50320},0.000000000000000,884381.000000000000000,3579.041693560000100,"NY,CN",04150310,Raisin River-St. Lawrence River,58337.669248600003000,99.852203751700003,58251.435319400000000,44.825744079000003,-75.164273846300006,HU8_606
365,{913BC19E-60CD-45C3-902D-58D7475DB659},0.000000000000000,329519.000000000000000,1333.546112929999900,NY,04150404,Ausable River,133354.611366000000000,100.000000000000000,133354.611315999990000,44.326796472300003,-73.792152855599994,HU8_79
366,{CD5576AC-8F73-4B74-9AA4-80A2BD8BF229},0.000000000000000,392457.000000000000000,1588.253105900000000,NY,04150406,Saranac River,158825.310604000000000,100.000000000000000,158825.310583999990000,44.473065462500003,-74.013360698699998,HU8_261
367,{5F9E845F-CCF8-4722-BBEB-281E96A5731B},0.000000000000000,739343.000000000000000,2992.081503550000000,"CN,NY",04150308,Chateaugay-English,106606.651589999990000,99.977948930300002,106583.100129000000000,44.874925920199999,-74.037986414800002,HU8_260
368,{F1188705-0F41-4FB9-8FAA-04A4F81A8CCC},0.000000000000000,479716.000000000000000,1941.384202750000000,"CT,NY,NJ",02030101,Lower Hudson,194138.419593000000000,99.999999999699995,194138.420232000000000,41.232966642800001,-73.791015704000003,HU8_64
369,{37EDDC80-DBFB-4E14-8432-DD91E0431018},0.000000000000000,439952.000000000000000,1780.459678799999900,"NY,VT",04150401,Mettawee River,178045.967834000010000,100.000000000000000,178045.967902000000000,43.483910454099998,-73.300232880699994,HU8_80
370,{3A4E543B-6CCC-4E3F-BB0D-9CD10F421618},0.000000000000000,1793248.000000000000000,7257.176238760000200,"CN,NY,VT",04150408,Lake Champlain,653722.731691999940000,99.995881763000000,653695.791969000010000,44.385511137899996,-73.424293535499999,HU8_81
371,{60D41998-2C48-40A4-A311-DCED89B9859E},0.000000000000000,1066519.000000000000000,4316.142127469999700,"OH,IN",04100007,Auglaize,431614.214721000000000,100.000000000000000,431614.213899999970000,40.894861110900003,-84.367665692700001,HU8_224
372,{BDE81F48-03F5-48A6-9C32-578BB5F48753},0.000000000000000,494052.000000000000000,1999.400036530000100,OH,04100008,Blanchard,199940.003185999990000,100.000000000000000,199940.002990000010000,40.935602655799997,-83.765638946699994,HU8_225
373,{8617F2A9-4996-49FC-9E42-DD11F5C8511A},0.000000000000000,689809.000000000000000,2791.617386899999900,OH,04100009,Lower Maumee,279161.736213000030000,100.000000000000000,279161.737551999980000,41.402869366300003,-83.960701788199998,HU8_226
374,{BEC75731-92C7-435B-9E78-C388D8CDCA67},0.000000000000000,612481.000000000000000,2478.675845169999800,OH,04100010,Cedar-Portage,247867.586899999990000,100.000000000000000,247867.585453999990000,41.385130814000000,-83.454449650000001,HU8_227
375,{62F89EBF-B97B-402B-8300-3C81B13901E8},0.000000000000000,1164976.000000000000000,4714.592028629999700,OH,04100011,Sandusky,471459.203579999970000,100.000000000000000,471459.203202000000000,41.053214968900001,-83.102487114100001,HU8_228
376,{C1CECB86-90D0-4FCA-9A4C-44BB7EF5A144},0.000000000000000,488443.000000000000000,1976.700598250000000,OH,04100012,Huron-Vermilion,197670.059819999990000,100.000000000000000,197670.059860000010000,41.168768979500001,-82.553203596499998,HU8_229
377,{2EAA5927-6988-4634-9D23-AEE89EBCD07A},0.000000000000000,572554.000000000000000,2317.094307219999800,OH,04110001,Black-Rocky,231709.430710999990000,100.000000000000000,231709.430785000000000,41.256484753499997,-82.028405221000000,HU8_230
378,{21B0CA49-84C4-4A58-B835-91FAE527DB79},0.000000000000000,519298.000000000000000,2101.571076549999800,OH,04110002,Cuyahoga,210157.107645999990000,100.000000000000000,210157.107485999990000,41.279561758900002,-81.421940608100002,HU8_236
379,{3E2E67AE-497A-4253-85A2-3DA069E7876D},0.000000000000000,401718.000000000000000,1625.731284259999900,OH,04110003,Ashtabula-Chagrin,162573.128468999990000,100.000000000000000,162573.128440000000000,41.635473795499998,-81.147999974900003,HU8_237
380,{1E06CDC9-58A5-4442-BF71-3EF337520B5D},0.000000000000000,451558.000000000000000,1827.430945999999900,OH,04110004,Grand,182743.094575000000000,100.000000000000000,182743.094569999990000,41.590774430499998,-80.931328875899993,HU8_238
381,{AD98BC77-390F-49F0-8A81-8F1FB3552EC9},0.000000000000000,729443.000000000000000,2952.013723200000200,OH,05030103,Mahoning,295201.372335000020000,100.000000000000000,295201.372343999970000,41.113626608399997,-80.879115227300005,HU8_239
382,{27D9F496-34D8-4A5D-B588-D6307DFD32E9},0.000000000000000,765581.000000000000000,3098.262573389999900,OH,05030204,Hocking,309826.257334000020000,100.000000000000000,309826.257327000030000,39.545096856500003,-82.266575588199998,HU8_272
383,{050D73EE-7F79-48D9-9518-D55F36D450AC},0.000000000000000,1660548.000000000000000,6720.144505229999600,OH,05040001,Tuscarawas,672014.450558000010000,100.000000000000000,672014.450535999960000,40.601016380600001,-81.419314525000004,HU8_240
384,{07078891-3561-43CE-9BF9-CAEF482B15CA},0.000000000000000,643203.000000000000000,2603.008182359999900,OH,05040002,Mohican,260300.818233000000000,100.000000000000000,260300.818225000000000,40.753276287500000,-82.367930272400002,HU8_231
385,{504A05A6-43E0-42C1-B3BC-7D995F7039E2},0.000000000000000,800577.000000000000000,3239.889929040000000,OH,05040003,Walhonding,323988.992952000000000,100.000000000000000,323988.992939000020000,40.539880394900003,-82.164126616900006,HU8_242
386,{1388DB53-2C99-4685-8D2C-62EFC7B3724F},0.000000000000000,1002258.000000000000000,4056.083534389999800,OH,05040004,Muskingum,405608.353424999980000,100.000000000000000,405608.353421000010000,39.823512348900003,-81.915591801600002,HU8_274
387,{88329AE9-E3FF-4672-9B4F-DC42F80DAB6D},0.000000000000000,546128.000000000000000,2210.150261840000000,OH,05040005,Wills,221015.026209000000000,100.000000000000000,221015.026218999990000,40.017400780999999,-81.524422116400004,HU8_275
388,{E357B1A8-B5B1-4CC5-88C6-44C14C045AC3},0.000000000000000,499177.000000000000000,2020.140592499999900,OH,05040006,Licking,202014.059259000000000,100.000000000000000,202014.059282000000000,40.100365255299998,-82.449311042600002,HU8_276
389,{C16E41C4-1953-4E72-85D7-ABB062D1C3A1},0.000000000000000,2045273.000000000000000,8277.104590319999300,OH,05060001,Upper Scioto,827710.459078000040000,100.000000000000000,827710.459080999950000,40.241081439100000,-83.140317241999995,HU8_232
390,{CD518CEB-98EA-4A15-A151-322434614EC9},0.000000000000000,1392010.000000000000000,5633.387907500000400,OH,05060002,Lower Scioto,563338.790746000010000,100.000000000000000,563338.790712999990000,39.289266540600003,-83.010974771299999,HU8_277
391,{C345F36C-4C53-4A25-8F7F-3FE33FD398AF},0.000000000000000,730486.000000000000000,2956.236086729999900,OH,05060003,Paint,295623.608684999980000,100.000000000000000,295623.608675999970000,39.433067192999999,-83.422880944400006,HU8_282
392,{776F29A9-E66F-43D7-ACEE-9BC8CDE472F3},0.000000000000000,1125019.000000000000000,4552.889996250000000,OH,05090202,Little Miami,455288.999659999970000,100.000000000000000,455288.999651000020000,39.406818127699999,-83.985372253600005,HU8_283
393,{5BA072FD-4368-4931-95D6-857DD9E764FF},0.000000000000000,507754.000000000000000,2054.852002579999900,"IN,OH",04100004,St. Marys,205485.200118999990000,99.999999999699995,205485.199824000010000,40.725598985600001,-84.747954509699994,HU8_233
394,{C428864E-8A60-43F2-8F96-BCAB164E2F97},0.000000000000000,1607802.000000000000000,6506.684599999999600,"IN,OH",05080001,"Upper Great Miami, Indiana, Ohio",650668.459969999970000,100.000000000000000,650668.459997000060000,40.163765944100000,-84.137175144200000,HU8_234
395,{FAA82951-92B1-45CC-BBD5-2C388A61505D},0.000000000000000,883779.000000000000000,3576.604784359999900,"IN,OH",05080002,"Lower Great Miami, Indiana, Ohio",357660.478386999980000,100.000000000000000,357660.478241999980000,39.603479834700003,-84.537699557899998,HU8_291
396,{84B517E9-1794-4DFD-9E1B-6AA35D4F0204},0.000000000000000,1045245.000000000000000,4230.048387169999800,"IN,OH",05120101,Upper Wabash,423004.837139000010000,100.000000000000000,423004.838275999990000,40.699170436400003,-85.323354027299999,HU8_235
397,{29DC6DC4-1E62-41A7-8316-8BB49BCDA1A5},0.000000000000000,447823.000000000000000,1812.313727389999900,MI,04100001,Ottawa-Stony,181231.372577000000000,100.000000000000000,181231.372750000010000,41.897062836600000,-83.577879341599996,HU8_222
398,{CFFD8C55-3DA3-49C3-992D-C3D1AAF1650D},0.000000000000000,497657.000000000000000,2013.990704460000000,"MI,OH",04100006,Tiffin,201399.070245999990000,100.000000000000000,201399.070383000010000,41.601173912500002,-84.400202689899999,HU8_201
399,{A5FBB9F4-62BD-4317-80A9-3C0993B1A28A},0.000000000000000,546152.000000000000000,2210.245289640000000,"NY,OH,PA",04120101,Chautauqua-Conneaut,221024.529022000000000,99.999999999899998,221024.528988000010000,42.111281716000001,-79.955510672900004,HU8_243
400,{22337B28-C6C4-4B76-9757-F63B58BB7869},0.000000000000000,382679.000000000000000,1548.682029820000000,PA,02040103,Lackawaxen,154868.202962999990000,100.000000000000000,154868.202976000000000,41.499527238500001,-75.297744887999997,HU8_96
401,{63CCC6AA-9249-4619-9780-FBB25A126B90},0.000000000000000,871456.000000000000000,3526.732725320000100,PA,02040106,Lehigh,352673.272556999990000,100.000000000000000,352673.272554000020000,40.870634752999997,-75.598607115099995,HU8_97
402,{4B0F80F2-23F7-4BA8-89D3-858B0AC1EFFB},0.000000000000000,1223711.000000000000000,4952.290568090000300,PA,02040203,Schuylkill,495229.056817999980000,100.000000000000000,495229.056824000030000,40.393423625499999,-75.770687263100001,HU8_98
403,{5A2592DB-5A00-4ED8-8164-6484112CAF25},0.000000000000000,1282802.000000000000000,5191.429749259999900,PA,02050106,Upper Susquehanna-Tunkhannock,519142.974899000020000,100.000000000000000,519142.974953000030000,41.678878245200004,-76.169902236100000,HU8_109
404,{E105497D-9D5D-4ABD-841F-7FCFC7F645C2},0.000000000000000,1129927.000000000000000,4572.750520310000000,PA,02050107,Upper Susquehanna-Lackawanna,457275.054086000020000,100.000000000000000,457275.052837000000000,41.174856340200002,-76.098597237700005,HU8_99
405,{C1413C91-5A66-4655-9B2F-0A29F1C25DC3},0.000000000000000,1022007.000000000000000,4136.005237290000000,PA,02050201,Upper West Branch Susquehanna,413600.523744000010000,100.000000000000000,413600.523739999980000,40.910063015200002,-78.419271775300004,HU8_110
406,{8E629A6D-EC8F-49F7-804E-080C63A6F589},0.000000000000000,661723.000000000000000,2677.956590440000100,PA,02050202,Sinnemahoning,267795.659060999980000,100.000000000000000,267795.659059000030000,41.439148506499997,-78.246240852900002,HU8_111
407,{258BC98C-84B0-48E9-8E08-3F8F6CE24C5A},0.000000000000000,501916.000000000000000,2031.224650220000100,PA,02050203,Middle West Branch Susquehanna,203122.465014999990000,100.000000000000000,203122.465001000000000,41.366511838400001,-77.683898709800005,HU8_112
408,{201CE81E-B5E7-4CEB-B6FC-0387EE38DBA0},0.000000000000000,494867.000000000000000,2002.698459470000000,PA,02050204,Bald Eagle,200269.845848000000000,100.000000000000000,200269.845930999990000,40.982387251299997,-77.724411211100005,HU8_113
409,{042AC658-99D9-469D-969A-DBF54DF80AAB},0.000000000000000,627628.000000000000000,2539.975096810000200,PA,02050205,Pine,253997.509668999990000,100.000000000000000,253997.509697000000000,41.607425217200003,-77.450083667000001,HU8_114
410,{AB5DDB91-6CF3-4855-885F-B6410CD54C2C},0.000000000000000,1158146.000000000000000,4686.951362650000200,PA,02050206,Lower West Branch Susquehanna,468695.134245000020000,100.000000000000000,468695.135480000000000,41.281074037899998,-76.850967659199995,HU8_115
411,{D59D36BE-75F6-4F3A-AEC0-F2A1C5A18FB1},0.000000000000000,926788.000000000000000,3750.659464570000200,PA,02050301,Lower Susquehanna-Penns,375065.946430000010000,100.000000000000000,375065.946447999970000,40.737334703899997,-76.928788198899994,HU8_100
412,{18389418-136B-404C-A084-8757BDC4C8D0},0.000000000000000,634149.000000000000000,2566.366904609999900,PA,02050302,Upper Juniata,256636.690674000010000,100.000000000000000,256636.690658000010000,40.549059378899997,-78.190645251800007,HU8_116
413,{4E9C7A0C-BC1E-4146-820E-E1FF3A92ADCD},0.000000000000000,615795.000000000000000,2492.090235000000100,PA,02050303,Raystown,249209.023369000000000,100.000000000000000,249209.023336000010000,40.121789525700002,-78.393135054200002,HU8_117
414,{1B6FE49B-09BB-438D-A603-B2ED310ABCAE},0.000000000000000,928277.000000000000000,3756.683994280000200,PA,02050304,Lower Juniata,375668.399622000000000,100.000000000000000,375668.399530000000000,40.443218426599998,-77.618056722999995,HU8_118
415,{BC1B9F7D-B375-436A-86D7-07B4CCE618E3},0.000000000000000,1201036.000000000000000,4860.524175820000000,PA,02050305,Lower Susquehanna-Swatara,486052.417561999990000,100.000000000000000,486052.417595000010000,40.284443501699997,-76.985457693100003,HU8_101
416,{79A0E358-6C18-4E77-A0EE-37CC83C507CE},0.000000000000000,1077832.000000000000000,4361.924658019999700,PA,05010003,Middle Allegheny-Tionesta,436192.465846000010000,100.000000000000000,436192.465841999980000,41.534653022800001,-79.508593240799996,HU8_264
417,{6B7BE24A-25BE-42F7-BFAA-3691CAFFBAB6},0.000000000000000,791388.000000000000000,3202.703205780000200,"PA,NY",05010004,French,320270.320545999970000,100.000000000000000,320270.320563999990000,41.770812114199998,-79.968549824299998,HU8_248
418,{9F679799-678A-4797-B2AF-B3335372A50B},0.000000000000000,799112.000000000000000,3233.963112680000000,PA,05010005,Clarion,323396.311235999980000,100.000000000000000,323396.311242999970000,41.370137346100002,-79.011330991899996,HU8_119
419,{2ABF955B-23FF-4583-9605-7E425FFDBF7A},0.000000000000000,1077629.000000000000000,4361.106159670000100,PA,05010006,Middle Allegheny-Redbank,436110.615977999990000,100.000000000000000,436110.615972000000000,40.947478092600001,-79.199145794900005,HU8_120
420,{4689F718-C92B-4718-940D-30ACC9320AF3},0.000000000000000,878471.000000000000000,3555.122201430000100,PA,05010007,Conemaugh,355512.220187000000000,100.000000000000000,355512.220161999980000,40.359892861399999,-78.963424043700002,HU8_121
421,{C6648E89-F01F-4937-B11D-D305410DC2F5},0.000000000000000,329757.000000000000000,1334.509703499999900,PA,05010008,Kiskiminetas,133450.970341000010000,100.000000000000000,133450.970365999990000,40.389464147200002,-79.403058351300004,HU8_265
422,{ED53593B-7EE0-49E3-BC55-E1C450D2CD16},0.000000000000000,316563.000000000000000,1281.111492150000000,PA,05010009,Lower Allegheny,128111.149212000000000,100.000000000000000,128111.149221000000000,40.665411343300001,-79.801205777899995,HU8_266
423,{934A4B1F-B6A4-4CAC-8C63-7003158F9859},0.000000000000000,71992.000000000000000,291.346864980000020,PA,05030104,Beaver,29134.686495800001000,100.000000000000000,29134.686503900000000,40.819181063499997,-80.347145309599995,HU8_273
424,{C8DDEC36-92C2-4FDD-ACB7-C5EEB5491CE3},0.000000000000000,536507.000000000000000,2171.214322830000100,PA,05030105,Connoquenessing,217121.432294000000000,100.000000000000000,217121.432276000010000,40.937720108199997,-80.025515849399994,HU8_267
425,{E9CF0528-8AB4-4603-A2E9-7383F6374BEF},0.000000000000000,1590868.000000000000000,6438.155069640000000,"MD,PA",02050306,Lower Susquehanna,643815.506855000040000,88.678335138799994,570924.872989000050000,39.938382130599997,-76.492365915799994,HU8_102
426,{F3936A3D-ADBF-412C-891B-3653B47C2E98},0.000000000000000,979015.000000000000000,3962.018119679999900,"NJ,NY,PA",02040104,Middle Delaware-Mongaup-Brodhead,396201.812012000010000,100.000000000000000,396201.811984000030000,41.388484675100003,-74.900750950399996,HU8_83
427,{56914F0F-0E2F-4D9C-BBB1-CCD1BBAC73D0},0.000000000000000,761917.000000000000000,3083.435590420000200,NY,02040101,Upper Delaware,308343.559034999980000,99.999999999899998,308343.559024000020000,41.996619534200001,-75.100834421700000,HU8_84
428,{F3FB2BC2-FF76-4134-857B-8C2C870793B1},0.000000000000000,1464681.000000000000000,5927.484354760000300,NY,02050101,Upper Susquehanna,592748.435436000000000,100.000000000000000,592748.435505999950000,42.443174450800001,-75.245595645899996,HU8_85
429,{AD649AB5-A602-497E-B0B5-8E82132DA241},0.000000000000000,668600.000000000000000,2705.785310849999900,NY,02050103,Owego-Wappasening,270578.531062999970000,100.000000000000000,270578.531078999980000,42.168133738599998,-76.285598660900007,HU8_122
430,{15B0D801-E8B1-4F27-A1D2-0C56F11A9865},0.000000000000000,885886.000000000000000,3585.130037429999900,"NY,PA",02050104,Tioga,358513.003698999990000,100.000000000000000,358513.003715000000000,42.022989623999997,-77.368560179100001,HU8_123
431,{6FCCAF1A-AE91-4CCA-BF53-4787086CC5DD},0.000000000000000,775515.000000000000000,3138.465084689999900,NY,02050105,Chemung,313846.508472000020000,100.000000000000000,313846.508458999980000,42.228449901799998,-77.056158769199996,HU8_124
432,{AF5DD768-1581-4812-932D-CF004DFBE032},0.000000000000000,912329.000000000000000,3692.144354609999900,NY,04130002,Upper Genesee,369214.435462999970000,100.000000000000000,369214.435459000000000,42.370642109700000,-77.964148126699996,HU8_125
433,{AB63F493-B306-465E-8CE8-73BE64A92AFD},0.000000000000000,1658388.000000000000000,6711.403327330000100,"NY,PA",05010001,Upper Allegheny,671140.332612999950000,100.000000000000000,671140.332704999950000,41.971933483400001,-78.638436379900000,HU8_126
434,{F8933E7F-4232-4F71-9B8F-B3D9A0E7BE88},0.000000000000000,575492.000000000000000,2328.983240630000200,NY,05010002,Conewango,232898.323993000000000,100.000000000000000,232898.324050000000000,42.171873356200003,-79.203462432899997,HU8_249
435,{F2676F2C-CD29-48B9-AF92-4F66A4C21E7D},0.000000000000000,682742.000000000000000,2763.017639700000000,"OH,PA",05030102,Shenango,276301.763962999980000,100.000000000000000,276301.763949999990000,41.340620680000001,-80.414979401799997,HU8_241
436,{7FCDB0D8-CF6D-449F-BC09-79FDB8B774C0},0.000000000000000,943053.000000000000000,3816.485176109999900,PA,05020005,Lower Monongahela,381648.517617999980000,92.629669248699997,353519.759529999980000,40.010529638000001,-80.003950618399998,HU8_268
437,{CC39E4E9-B08F-4DBC-961E-AA2A3B63AF6D},0.000000000000000,1271374.000000000000000,5145.181591589999700,"OH,PA",05030101,Upper Ohio,514518.159182999980000,93.765537713800001,482440.718591000010000,40.546268340399997,-80.519030169100006,HU8_269
438,{2814DC47-7D8A-4031-89B6-C5FC06EC1709},0.000000000000000,967171.000000000000000,3914.087963779999900,"OH,PA",05030106,Upper Ohio-Wheeling,391408.796370000000000,63.041833437400001,246751.281446999990000,39.997889374499998,-80.705437908600004,HU8_270
439,{29391C65-357A-4572-8AF6-CEBC3F2EBCB5},0.000000000000000,236120.000000000000000,955.565849230000030,"CT,RI",01090005,Pawcatuck-Wood,95556.584815900002000,100.000000000000000,95556.584887399993000,41.474875056300000,-71.686858910100000,HU8_58
440,{60CAA9CD-74B0-4831-B1D6-BA9B0997D4DB},0.000000000000000,882509.000000000000000,3571.464535399999900,"MA,RI",01090004,Narragansett,357146.421959000000000,100.000000000000000,357146.444674999980000,41.807866822800001,-71.266695291999994,HU8_59
441,{E20FFAF4-E3EC-4B20-B43D-AD731D3F9271},0.000000000000000,701817.000000000000000,2840.215101629999900,MN,07020003,Lac Qui Parle,284021.510147000020000,69.330605536700006,196913.832801000010000,44.819041900199998,-96.312339108299994,HU8_367
442,{E99D440F-C273-4FB1-977D-360D7BE1FC27},0.000000000000000,710423.000000000000000,2875.042624350000100,"MN,SD,ND",09020101,Bois De Sioux,287504.267479999980000,49.935786425700002,143567.517377999990000,45.945070396799998,-96.599162342800000,HU8_368
443,{25A49E66-4423-4F59-8C02-8A300BE33483},0.000000000000000,455587.000000000000000,1843.735874969999900,VT,01080105,White,184373.587502000010000,100.000000000000000,184373.587491999990000,43.879779668899999,-72.653355383399997,HU8_52
444,{87D36FF7-DB2A-4720-B9E2-A1887530B6A6},0.000000000000000,603612.000000000000000,2442.782711050000200,VT,04150402,Otter Creek,244278.271119000010000,100.000000000000000,244278.271094000000000,43.780877830700000,-73.057996514699994,HU8_53
445,{F5BD2904-A604-4C6F-855E-A12C84294B72},0.000000000000000,680452.000000000000000,2753.753245230000200,VT,04150403,Winooski River,275375.324509000000000,100.000000000000000,275375.324533000010000,44.308521309800000,-72.697823196800002,HU8_54
446,{BD36AB79-B9DF-4902-92DC-DDD68EDFC97D},0.000000000000000,461623.000000000000000,1868.162755229999900,VT,04150405,Lamoille River,186816.275563000000000,100.000000000000000,186816.275529000010000,44.610947477099998,-72.670975685800002,HU8_55
447,{12FE0C83-16BE-4763-920C-B2B651F6139F},0.000000000000000,547508.000000000000000,2215.735095340000000,"CN,VT",04150407,Missiquoi River,156286.744869999990000,99.965877895500000,156233.402960000010000,44.873620775100001,-72.687244265499999,HU8_262
448,{246B6143-46F9-4848-9981-49B58BF4923B},0.000000000000000,1975187.000000000000000,7993.474073420000400,"CN,VT",04150500,St. Francois River,152820.916441999990000,99.912838098199998,152687.702305999990000,44.837275575699998,-72.105222744800002,HU8_24
449,{2BA14099-C7A0-4A85-9852-1E4214D41344},0.000000000000000,325129.000000000000000,1315.777373070000100,"VT,NH",01080102,Passumpsic,131577.737308999990000,100.000000000000000,131577.737311000000000,44.544823220700003,-71.989589622699995,HU8_56
450,{F4E5E51D-E70E-422D-A250-07E96F6D6D77},0.000000000000000,1043225.000000000000000,4221.874259190000000,WI,04030101,Manitowoc-Sheboygan,422187.426076999980000,100.000000000000000,422187.425922000020000,44.009028255200001,-87.910919260699998,HU8_164
451,{776DCEF8-B9AC-4343-84A7-AC2843F9EAA9},0.000000000000000,490259.000000000000000,1984.050029430000000,WI,04030102,Door-Kewaunee,198405.002773999990000,100.000000000000000,198405.002970000000000,44.808937239800002,-87.433041963199997,HU8_165
452,{D79710AA-DF76-449A-8C3D-CC199EA7CEFF},0.000000000000000,212977.000000000000000,861.907853789999990,WI,04030103,Duck-Pensaukee,86190.785478200007000,100.000000000000000,86190.785410800003000,44.727915073500000,-88.166234783899995,HU8_166
453,{C0E93CCF-49D4-459E-BD9E-E35D39AA35BD},0.000000000000000,614958.000000000000000,2488.702780550000200,WI,04030104,Oconto,248870.278071000010000,100.000000000000000,248870.278121999990000,45.105594469400003,-88.380140131700003,HU8_167
454,{2BAA43AA-C773-4CE9-845E-A9B2186759B7},0.000000000000000,780464.000000000000000,3158.495007909999900,WI,04030105,Peshtigo,315849.500724999990000,100.000000000000000,315849.500711000000000,45.342374242200002,-88.247983799099998,HU8_168
455,{FE1E7A64-877A-411F-BB3E-CA43B06BB37A},0.000000000000000,1036900.000000000000000,4196.277224260000400,WI,04030201,Upper Fox,419627.722327000000000,100.000000000000000,419627.722466000010000,43.843245284900000,-89.189892562300003,HU8_169
456,{B3DFFAFD-36D8-45F1-8924-B6F7668ABAD8},0.000000000000000,2384534.000000000000000,9650.075146209999700,WI,04030202,Wolf,965007.514622000050000,100.000000000000000,965007.514634000020000,44.704255804500001,-88.903214215999995,HU8_170
457,{CCB3A11C-46AB-45E7-AEEB-E7683CA9B09A},0.000000000000000,366274.000000000000000,1482.291540300000000,WI,04030203,Lake Winnebago,148229.154100999990000,100.000000000000000,148229.153981999990000,43.911636218200002,-88.469103673000006,HU8_171
458,{B6D64EBC-C267-4C53-8409-9868F6D53393},0.000000000000000,414787.000000000000000,1678.619108959999900,WI,04030204,Lower Fox,167861.910948000000000,100.000000000000000,167861.910917000000000,44.381652427600002,-88.189663025200005,HU8_172
459,{4ABC753B-1784-42F7-9730-9D1F77B3A672},0.000000000000000,562526.000000000000000,2276.512613599999900,WI,04040003,Milwaukee,227651.261323999990000,100.000000000000000,227651.261369000010000,43.391760972100002,-88.097852348499998,HU8_173
460,{2C1250CB-0F13-4750-A9CF-DEBCE8E5C4DE},0.000000000000000,651849.000000000000000,2637.995160559999900,WI,07030002,Namekagon,263799.516147000020000,100.000000000000000,263799.516056000020000,46.070722500599999,-91.658220335799996,HU8_141
461,{06835CB6-B089-478C-9A7A-1114D6F77EB7},0.000000000000000,466748.000000000000000,1888.901959930000000,WI,07040005,Trempealeau,188890.195986000010000,100.000000000000000,188890.196009000010000,44.324289814700002,-91.308159674199999,HU8_377
