LakeID,WiscID,Name,Date,precipCMDV,Value
45100,16,Cedar Lake,1955/08,69.16351318,2042.7696
45100,16,Cedar Lake,1955/09,43.89367676,1985.4672
45100,16,Cedar Lake,1955/10,56.55951691,1929.384
45100,16,Cedar Lake,1955/11,14.9333477,1912.62
45100,16,Cedar Lake,1955/12,-22.26948738,1918.208
45100,16,Cedar Lake,1956/03,-108.7954941,1959.864
45100,16,Cedar Lake,1956/04,-110.2131577,2010.918
45100,16,Cedar Lake,1956/05,-45.63758087,2033.6256
45100,16,Cedar Lake,1956/06,-27.62716866,1976.628
45100,16,Cedar Lake,1956/07,42.1937561,1925.574
45100,16,Cedar Lake,1956/08,95.04316711,1911.096
45100,16,Cedar Lake,1956/09,79.18808746,1878.874286
45100,16,Cedar Lake,1956/10,32.9805069,1772.412
45100,16,Cedar Lake,1956/11,29.47525597,1733.0928
45100,16,Cedar Lake,1956/12,-2.571329117,1742.44
45100,16,Cedar Lake,1957/01,-50.49149323,1803.8064
45100,16,Cedar Lake,1957/02,-100.2179947,1829.4096
45100,16,Cedar Lake,1957/03,-136.1439056,1775.46
45100,16,Cedar Lake,1957/04,-128.6165771,1749.552
45100,16,Cedar Lake,1957/05,-77.55223846,1723.644
45100,16,Cedar Lake,1957/06,-48.68890381,1729.232
45100,16,Cedar Lake,1957/07,-35.83415985,1665.4272
45100,16,Cedar Lake,1957/08,-48.02374268,1557.528
45100,16,Cedar Lake,1957/09,-67.8446579,1459.992
45100,16,Cedar Lake,1957/10,-87.08898926,1391.412
45100,16,Cedar Lake,1957/11,-65.51032257,1396.492
45100,16,Cedar Lake,1957/12,-82.75990295,1421.892
45100,16,Cedar Lake,1958/01,-124.0245667,1416.1008
45100,16,Cedar Lake,1958/02,-181.1636505,1420.368
45100,16,Cedar Lake,1958/03,-225.8604889,1405.563429
45100,16,Cedar Lake,1958/04,-229.6233215,1386.84
45100,16,Cedar Lake,1958/05,-258.1330566,1306.068
45100,16,Cedar Lake,1958/06,-252.5297241,1205.1792
45100,16,Cedar Lake,1958/07,-254.0605621,1165.5552
45100,16,Cedar Lake,1958/08,-236.4458923,1069.34
45100,16,Cedar Lake,1958/09,-213.8108215,1040.892
45100,16,Cedar Lake,1958/10,-200.8153992,1026.5664
45100,16,Cedar Lake,1958/11,-198.4966431,1026.16
45100,16,Cedar Lake,1958/12,-253.0642242,1030.224
45100,16,Cedar Lake,1959/01,-277.0568848,1022.9088
45100,16,Cedar Lake,1959/02,-282.8956299,1028.7
45100,16,Cedar Lake,1959/03,-274.7305603,1091.184
45100,16,Cedar Lake,1959/04,-262.3547363,1340.5104
45100,16,Cedar Lake,1959/05,-242.2410583,1387.856
45100,16,Cedar Lake,1959/06,-248.9077301,1414.272
45100,16,Cedar Lake,1959/07,-219.3717194,1324.0512
45100,16,Cedar Lake,1959/08,-183.359314,1316.736
