,WiscID,WBIC,LakeName,Year,Date1,Date2,DeltaDate,Stage1_mm,Stage2_mm,DeltaWaterLevel_mm,Precip_mm,Evap_mm
1678,247,589400,Morgan Lake,1998,1998-05-30,6/14/98,15,19888.2,19882.104,-6.096,80.14057876,-29.8996884
1679,247,589400,Morgan Lake,1998,1998-06-14,6/29/98,15,19882.104,19845.528,-36.576,68.32530424,-36.06204189
1680,247,589400,Morgan Lake,1998,1998-06-29,7/14/98,15,19845.528,19787.616,-57.912,44.89810314,-37.68833178
1681,247,589400,Morgan Lake,1998,1998-07-14,7/29/98,15,19787.616,19702.272,-85.344,14.00741318,-55.16927728
1682,247,589400,Morgan Lake,1998,1998-07-29,8/13/98,15,19702.272,19668.744,-33.528,36.97773128,-34.19199816
1683,247,589400,Morgan Lake,1998,1998-08-13,8/28/98,15,19668.744,19662.648,-6.096,49.64108863,-32.36224481
1684,247,589400,Morgan Lake,1998,1998-08-28,9/12/98,15,19662.648,19583.4,-79.248,4.54043735,-35.14327809
1685,247,589400,Morgan Lake,1998,1998-09-12,9/30/98,18,19583.4,19549.872,-33.528,51.72795425,-25.95353289
1686,248,589400,Morgan Lake,1970,1970-10-20,11/13/70,24,1520.952,1618.488,97.536,128.958978,-8.976851299
1687,248,589400,Morgan Lake,1971,1971-06-03,7/8/71,35,1773.936,1703.832,-70.104,99.3245664,-74.4932468
1688,248,589400,Morgan Lake,1971,1971-07-08,8/15/71,38,1703.832,1612.392,-91.44,107.8013958,-89.36166868
1689,248,589400,Morgan Lake,1971,1971-08-15,9/8/71,24,1612.392,1542.288,-70.104,49.1374176,-39.07985467
1690,248,589400,Morgan Lake,1977,1977-06-14,7/6/77,22,1786.128,1481.328,-304.8,81.27418848,-48.10791751
1691,248,589400,Morgan Lake,1977,1977-07-06,9/8/77,64,1481.328,1380.744,-100.584,215.5568033,-136.0822874
1692,248,589400,Morgan Lake,1977,1977-09-08,10/6/77,28,1380.744,1423.416,42.672,107.1425645,-32.99114725
1693,248,589400,Morgan Lake,1977,1977-10-06,11/3/77,28,1423.416,1447.8,24.384,78.70784563,-17.98377395
1694,248,589400,Morgan Lake,1978,1978-06-06,7/7/78,31,1484.376,1478.28,-6.096,93.08716358,-67.27253272
1695,248,589400,Morgan Lake,1978,1978-07-07,8/10/78,34,1478.28,1447.8,-30.48,113.1560246,-77.32504729
1696,248,589400,Morgan Lake,1978,1978-08-10,8/31/78,21,1447.8,1517.904,70.104,141.0528812,-41.52924379
1697,248,589400,Morgan Lake,1978,1978-08-31,9/21/78,21,1517.904,1557.528,39.624,94.59877651,-30.06372483
1698,248,589400,Morgan Lake,1978,1978-09-21,10/12/78,21,1557.528,1563.624,6.096,70.41396941,-20.78430366
1699,248,589400,Morgan Lake,1979,1979-07-03,8/14/79,42,1847.088,1789.176,-57.912,132.4483845,-98.58121263
1700,248,589400,Morgan Lake,1979,1979-08-14,9/12/79,29,1789.176,1764.792,-24.384,91.91036492,-49.49849903
1701,248,589400,Morgan Lake,1979,1979-09-12,10/2/79,20,1764.792,1712.976,-51.816,33.89542055,-26.26222625
1702,248,589400,Morgan Lake,1979,1979-10-02,11/8/79,37,1712.976,1581.912,-131.064,142.4026356,-21.59413198
1703,268,692600,Three Johns Lake,1972,1972-07-15,11/10/72,118,29117.544,29117.544,0,510.1923573,-176.0928601
1704,277,717400,Spectacle Lake,1972,1972-09-15,11/10/72,56,28501.848,28501.848,0,213.937218,-49.67658747
1705,279,740400,Booth Lake,1992,1992-06-01,7/14/92,43,3279.648,3316.224,36.576,106.5554148,-113.7130136
1706,279,740400,Booth Lake,1992,1992-07-14,8/11/92,28,3316.224,3267.456,-48.768,127.7659835,-61.28116681
1707,279,740400,Booth Lake,1993,1993-06-22,7/21/93,29,3666.744,3621.024,-45.72,167.5775892,-79.01755573
1708,279,740400,Booth Lake,1993,1993-07-21,8/10/93,20,3621.024,3547.872,-73.152,25.96325171,-70.94225301
1709,279,740400,Booth Lake,1994,1994-06-15,7/18/94,33,3413.76,3508.248,94.488,184.0199788,-102.8400239
1710,279,740400,Booth Lake,1994,1994-07-18,8/10/94,23,3508.248,3383.28,-124.968,64.66404177,-70.71008222
1711,279,740400,Booth Lake,2001,2001-06-13,7/16/01,33,3358.896,3401.568,42.672,80.15647469,-105.1709433
1712,279,740400,Booth Lake,2001,2001-07-16,8/14/01,29,3401.568,3361.944,-39.624,84.06087491,-92.60421774
1713,279,740400,Booth Lake,2002,2002-06-10,7/1/02,21,3459.48,3435.096,-24.384,60.3302515,-64.73026397
1714,279,740400,Booth Lake,2002,2002-07-01,8/6/02,36,3435.096,3288.792,-146.304,59.70631127,-131.0362969
1715,279,740400,Booth Lake,2003,2003-06-10,8/19/03,70,3639.312,3745.992,106.68,205.9414655,-197.8743478
1716,282,741200,North Lake,1937,1937-05-15,5/30/37,15,2791.968,2822.448,30.48,NA,NA
1717,282,741200,North Lake,1937,1937-05-30,6/14/37,15,2822.448,2779.776,-42.672,NA,NA
1718,282,741200,North Lake,1937,1937-06-14,6/29/37,15,2779.776,2813.304,33.528,NA,NA
1719,282,741200,North Lake,1937,1937-06-29,7/14/37,15,2813.304,2743.2,-70.104,NA,NA
1720,282,741200,North Lake,1937,1937-07-14,7/29/37,15,2743.2,2642.616,-100.584,NA,NA
1721,282,741200,North Lake,1937,1937-07-29,8/13/37,15,2642.616,2542.032,-100.584,NA,NA
1722,282,741200,North Lake,1937,1937-08-13,8/28/37,15,2542.032,2505.456,-36.576,NA,NA
1723,282,741200,North Lake,1937,1937-08-28,9/12/37,15,2505.456,2481.072,-24.384,NA,NA
1724,282,741200,North Lake,1937,1937-09-12,9/27/37,15,2481.072,2401.824,-79.248,NA,NA
1725,282,741200,North Lake,1937,1937-09-27,10/12/37,15,2401.824,2395.728,-6.096,NA,NA
1726,282,741200,North Lake,1937,1937-10-12,10/27/37,15,2395.728,2398.776,3.048,NA,NA
1727,282,741200,North Lake,1937,1937-10-27,11/15/37,19,2398.776,2447.544,48.768,NA,NA
1728,282,741200,North Lake,1938,1938-05-15,5/30/38,15,2980.944,2977.896,-3.048,NA,NA
1729,282,741200,North Lake,1938,1938-05-30,6/14/38,15,2977.896,2950.464,-27.432,NA,NA
1730,282,741200,North Lake,1938,1938-06-14,6/29/38,15,2950.464,2938.272,-12.192,NA,NA
1731,282,741200,North Lake,1938,1938-06-29,7/14/38,15,2938.272,3139.44,201.168,NA,NA
1732,282,741200,North Lake,1938,1938-07-14,7/29/38,15,3139.44,3139.44,0,NA,NA
1733,282,741200,North Lake,1938,1938-07-29,8/13/38,15,3139.44,3145.536,6.096,NA,NA
1734,282,741200,North Lake,1938,1938-08-13,8/28/38,15,3145.536,3163.824,18.288,NA,NA
1735,282,741200,North Lake,1938,1938-08-28,9/12/38,15,3163.824,3182.112,18.288,NA,NA
1736,282,741200,North Lake,1938,1938-09-12,10/1/38,19,3182.112,3185.16,3.048,NA,NA
1737,282,741200,North Lake,1939,1939-05-15,5/30/39,15,3712.464,3694.176,-18.288,NA,NA
1738,282,741200,North Lake,1939,1939-05-30,6/14/39,15,3694.176,3636.264,-57.912,NA,NA
1739,282,741200,North Lake,1939,1939-06-14,6/29/39,15,3636.264,3581.4,-54.864,NA,NA
1740,282,741200,North Lake,1939,1939-06-29,7/14/39,15,3581.4,3523.488,-57.912,NA,NA
1741,282,741200,North Lake,1939,1939-07-14,7/29/39,15,3523.488,3429,-94.488,NA,NA
1742,282,741200,North Lake,1939,1939-07-29,8/13/39,15,3429,3425.952,-3.048,NA,NA
1743,282,741200,North Lake,1939,1939-08-13,8/28/39,15,3425.952,3395.472,-30.48,NA,NA
1744,282,741200,North Lake,1939,1939-08-28,9/12/39,15,3395.472,3337.56,-57.912,NA,NA
1745,282,741200,North Lake,1939,1939-09-12,9/27/39,15,3337.56,3270.504,-67.056,NA,NA
1746,282,741200,North Lake,1939,1939-09-27,10/12/39,15,3270.504,3230.88,-39.624,NA,NA
1747,282,741200,North Lake,1939,1939-10-12,10/27/39,15,3230.88,3236.976,6.096,NA,NA
1748,282,741200,North Lake,1939,1939-10-27,11/15/39,19,3236.976,3224.784,-12.192,NA,NA
1749,282,741200,North Lake,1940,1940-05-15,5/30/40,15,3215.64,3200.4,-15.24,NA,NA
1750,282,741200,North Lake,1940,1940-05-30,6/14/40,15,3200.4,3139.44,-60.96,NA,NA
1751,282,741200,North Lake,1940,1940-06-14,6/29/40,15,3139.44,3139.44,0,NA,NA
1752,282,741200,North Lake,1940,1940-06-29,7/14/40,15,3139.44,3185.16,45.72,NA,NA
1753,282,741200,North Lake,1940,1940-07-14,7/29/40,15,3185.16,3246.12,60.96,NA,NA
1754,282,741200,North Lake,1940,1940-07-29,8/13/40,15,3246.12,3261.36,15.24,NA,NA
1755,282,741200,North Lake,1940,1940-08-13,8/28/40,15,3261.36,3596.64,335.28,NA,NA
1756,282,741200,North Lake,1940,1940-08-28,9/12/40,15,3596.64,3566.16,-30.48,NA,NA
1757,282,741200,North Lake,1940,1940-09-12,9/27/40,15,3566.16,3566.16,0,NA,NA
1758,282,741200,North Lake,1940,1940-09-27,10/12/40,15,3566.16,3535.68,-30.48,NA,NA
1759,282,741200,North Lake,1940,1940-10-12,10/27/40,15,3535.68,3535.68,0,NA,NA
1760,282,741200,North Lake,1940,1940-10-27,11/15/40,19,3535.68,3566.16,30.48,NA,NA
1761,282,741200,North Lake,1941,1941-05-16,6/3/41,18,3572.256,3560.064,-12.192,NA,NA
1762,282,741200,North Lake,1941,1941-06-03,6/20/41,17,3560.064,3560.064,0,NA,NA
1763,282,741200,North Lake,1941,1941-06-20,7/8/41,18,3560.064,3456.432,-103.632,NA,NA
1764,282,741200,North Lake,1941,1941-07-08,7/25/41,17,3456.432,3425.952,-30.48,NA,NA
1765,282,741200,North Lake,1941,1941-07-25,8/15/41,21,3425.952,3291.84,-134.112,NA,NA
1766,282,741200,North Lake,1941,1941-08-15,9/2/41,18,3291.84,3261.36,-30.48,NA,NA
1767,282,741200,North Lake,1941,1941-09-02,9/19/41,17,3261.36,3383.28,121.92,NA,NA
1768,282,741200,North Lake,1941,1941-09-19,10/6/41,17,3383.28,3413.76,30.48,NA,NA
1769,282,741200,North Lake,1941,1941-10-06,10/21/41,15,3413.76,3407.664,-6.096,NA,NA
1770,282,741200,North Lake,1941,1941-10-21,11/14/41,24,3407.664,3383.28,-24.384,NA,NA
1771,282,741200,North Lake,1942,1942-05-15,6/2/42,18,3249.168,3218.688,-30.48,NA,NA
1772,282,741200,North Lake,1942,1942-06-02,6/19/42,17,3218.688,3291.84,73.152,NA,NA
1773,282,741200,North Lake,1942,1942-06-19,7/7/42,18,3291.84,3182.112,-109.728,NA,NA
