"","WiscID","WBIC","LakeName","Year","Date1","Date2","DeltaDate","Stage1","Stage2","DeltaWaterLevel_ft","Precip_ft","Evap_ft"
"362","121","191100","Long Lake","2013",2013-08-16,2013-09-06,21,84.21,84.18,-0.0299999999999869,0.042844016,-0.288424176051436
"363","121","191100","Long Lake","2013",2013-09-06,2013-09-23,17,84.18,84.35,0.169999999999987,0.068255816,-0.251435364178077
"364","121","191100","Long Lake","2013",2013-09-23,2013-10-13,20,84.35,84.1,-0.25,0.163780896,-0.205479430329257
"365","121","191100","Long Lake","2014",2014-05-17,2014-06-06,20,84.45,84.25,-0.200000000000003,0.34865744,-0.211669521249821
"366","121","191100","Long Lake","2014",2014-06-06,2014-06-28,22,84.25,84.33,0.0799999999999983,0.17991948,-0.25690599081076
"367","121","191100","Long Lake","2014",2014-06-28,2014-07-18,20,84.33,84.12,-0.209999999999994,0.128220448,-0.310647472147486
"368","121","191100","Long Lake","2014",2014-07-18,2014-08-08,21,84.12,83.96,-0.160000000000011,0.132165632,-0.305042150696518
"369","121","191100","Long Lake","2014",2014-08-08,2014-08-29,21,83.96,84.16,0.200000000000003,0.264846224,-0.25191609974781
"370","121","191100","Long Lake","2014",2014-08-29,2014-09-21,23,84.16,84.2,0.0400000000000063,0.543296904,-0.261820206833135
"371","121","191100","Long Lake","2014",2014-09-21,2014-10-12,21,84.2,84,-0.200000000000003,0.08598848,-0.192136288268071
"372","121","191100","Long Lake","2014",2014-10-12,2014-11-05,24,84,84.06,0.0600000000000023,0.137247992,-0.135878426560151
"373","121","191100","Long Lake","2015",2015-05-17,2015-06-05,19,83.77,83.96,0.189999999999998,0.328224352,-0.181739933012954
"374","121","191100","Long Lake","2015",2015-06-05,2015-06-26,21,83.96,84,0.0400000000000063,0.3236048,-0.178665197902899
"375","121","191100","Long Lake","2015",2015-06-26,2015-07-17,21,84,84,0,0.442205008,-0.202948490539304
"376","121","191100","Long Lake","2015",2015-07-17,2015-08-01,15,84,83.9,-0.0999999999999943,0.113484064,-0.22188950631797
"377","121","191100","Long Lake","2015",2015-08-01,2015-08-21,20,83.9,83.78,-0.120000000000005,0.278992208,-0.30762559739199
"378","121","191100","Long Lake","2015",2015-08-21,2015-09-20,30,83.78,83.94,0.159999999999997,0.45389952,-0.348942445617987
"379","121","191100","Long Lake","2015",2015-09-20,2015-10-11,21,83.94,83.82,-0.120000000000005,0.271701424,-0.183145558897229
"380","121","191100","Long Lake","2015",2015-10-11,2015-11-01,21,83.82,83.68,-0.139999999999986,0.08180976,-0.161310738528635
"381","122","191100","Long Lake","1966",1966-06-07,1966-11-08,154,83.56,82.27,-1.29000000000001,0.761206,-1.38599163778877
"382","123","191100","Long Lake (Saxeville)","1959",1959-07-20,1959-08-13,24,868.5,867.15,-1.35000000000002,0.15830592,-0.253619899317468
"383","123","191100","Long Lake (Saxeville)","1959",1959-08-13,1959-09-12,30,867.15,867.1,-0.0499999999999545,0.3659496,-0.240891667904078
"384","123","191100","Long Lake (Saxeville)","1960",1960-05-28,1960-08-28,92,870.87,870.7,-0.169999999999959,0.82840664,-0.927532612161597
"385","123","191100","Long Lake (Saxeville)","1961",1961-05-21,1961-09-09,111,871.63,871.13,-0.5,1.01216864,-1.05787227504482
"386","123","191100","Long Lake (Saxeville)","1962",1962-05-20,1962-09-04,107,873.24,872.82,-0.419999999999959,1.04853072,-1.06245383298305
"387","123","191100","Long Lake (Saxeville)","1963",1963-06-01,1963-09-06,97,873.03,872.31,-0.720000000000027,0.82290936,-1.03365399838554
"388","123","191100","Long Lake (Saxeville)","1964",1964-06-01,1964-09-06,97,871.46,870.45,-1.00999999999999,0.98473144,-0.99143960711247
"389","123","191100","Long Lake (Saxeville)","1965",1965-05-31,1965-10-03,125,871.04,870.87,-0.169999999999959,1.56989,-1.13740522385822
"390","123","191100","Long Lake (Saxeville)","1967",1967-06-18,1967-09-05,79,871.93,871.34,-0.589999999999918,0.45621192,-0.815800561661528
"391","123","191100","Long Lake (Saxeville)","1968",1968-06-01,1968-09-02,93,871.63,871.63,0,1.04146232,-0.957536904944793
"392","123","191100","Long Lake (Saxeville)","1969",1969-07-04,1969-09-02,60,872.99,872.57,-0.419999999999959,0.34351768,-0.700774978335128
"393","123","191100","Long Lake (Saxeville)","1970",1970-05-30,1970-09-07,100,872.99,872.61,-0.379999999999995,0.77709432,-1.01058942864353
"394","123","191100","Long Lake (Saxeville)","1971",1971-05-30,1971-09-07,100,873.07,872.73,-0.340000000000032,0.75995304,-0.927983876125073
"395","123","191100","Long Lake (Saxeville)","1975",1975-05-26,1975-09-01,98,874.6,874.26,-0.340000000000032,1.08425976,-1.04003559519759
"396","123","191100","Long Lake (Saxeville)","1977",1977-05-31,1977-09-06,98,873.5,872.9,-0.600000000000023,0.9209584,-0.991484984011766
"397","123","191100","Long Lake (Saxeville)","1979",1979-05-26,1979-09-08,105,873.67,873.58,-0.0899999999999181,1.041087744,-0.989497323147446
"398","123","191100","Long Lake (Saxeville)","1984",1984-06-02,1984-08-18,77,874.51,874.56,0.0499999999999545,0.989024304,-0.731006645803105
"399","123","191100","Long Lake (Saxeville)","1987",1987-06-07,1987-09-07,92,875.23,874.77,-0.460000000000036,0.80225848,-1.02779867396449
"400","123","191100","Long Lake (Saxeville)","1987",1987-09-07,1987-11-03,57,874.77,874.59,-0.17999999999995,0.411572104,-0.365379834282834
"401","123","191100","Long Lake (Saxeville)","1988",1988-05-29,1988-09-03,97,874.51,873.84,-0.669999999999959,0.797475584,-1.25869841431707
"402","123","191100","Long Lake (Saxeville)","1989",1989-05-22,1989-09-21,122,873.88,871.81,-2.07000000000005,1.25365864,-1.16236206002391
"403","123","191100","Long Lake (Saxeville)","1990",1990-06-01,1990-08-16,76,873.5,873.41,-0.0900000000000318,1.01271476,-0.702285198026112
"404","123","191100","Long Lake (Saxeville)","1991",1991-06-17,1991-09-03,78,873.58,873.54,-0.0400000000000773,0.69443668,-0.804934030271501
"405","123","191100","Long Lake (Saxeville)","1993",1993-07-10,1993-09-22,74,875.02,875.19,0.170000000000073,0.843903656,-0.655852588205325
"406","123","191100","Long Lake (Saxeville)","1994",1994-07-20,1994-08-20,31,875.28,875.11,-0.169999999999959,0.335075288,-0.30789782778518
"407","123","191100","Long Lake (Saxeville)","1995",1995-06-04,1995-06-30,26,874.85,874.68,-0.170000000000073,0.147126368,-0.250851435649671
"408","123","191100","Long Lake (Saxeville)","1995",1995-06-30,1995-09-04,66,874.68,874.85,0.170000000000073,1.280791128,-0.651030796783743
"409","123","191100","Long Lake (Saxeville)","1997",1997-05-24,1997-09-01,100,875.19,874.94,-0.25,1.189240424,-0.921721980543279
"410","123","191100","Long Lake (Saxeville)","1998",1998-07-08,1998-08-01,24,874.6,874.26,-0.340000000000032,0.086832752,-0.330466929546633
"411","123","191100","Long Lake (Saxeville)","1999",1999-06-12,1999-07-27,45,874.26,874.13,-0.129999999999995,0.983234448,-0.438465374018471
"412","123","191100","Long Lake (Saxeville)","2002",2002-06-09,2002-07-30,51,873.75,873.49,-0.259999999999991,0.609864504,-0.546716947922576
"413","123","191100","Long Lake (Saxeville)","2003",2003-06-09,2003-10-22,135,873.84,872.39,-1.45000000000005,1.187947776,-1.33727046770933
"414","123","191100","Long Lake (Saxeville)","2004",2004-06-05,2004-08-18,74,873.07,873.15,0.0799999999999272,0.709479088,-0.72943004310963
"415","123","191100","Long Lake (Saxeville)","2005",2005-06-11,2005-08-19,69,873.33,872.75,-0.580000000000041,0.647607792,-0.891357224479352
"416","123","191100","Long Lake (Saxeville)","2006",2006-06-11,2006-07-11,30,872.31,871.89,-0.419999999999959,0.134039168,-0.339999026982458
"417","123","191100","Long Lake (Saxeville)","2007",2007-05-19,2007-06-08,20,871.46,870.83,-0.629999999999995,0.19696728,-0.194128124906637
"418","123","191100","Long Lake (Saxeville)","2007",2007-06-08,2007-07-01,23,870.83,870.28,-0.550000000000068,0.109552984,-0.284712240339466
"419","123","191100","Long Lake (Saxeville)","2007",2007-07-01,2007-07-30,29,870.28,870.75,0.470000000000027,0.298146096,-0.419591656900296
"420","123","191100","Long Lake (Saxeville)","2008",2008-06-12,2008-08-13,62,871.04,871.47,0.430000000000064,0.718278672,-0.722445106724107
"421","123","191100","Long Lake (Saxeville)","2009",2009-06-01,2009-07-01,30,871.46,871.13,-0.330000000000041,0.260728512,-0.240572418046247
"422","123","191100","Long Lake (Saxeville)","2009",2009-07-01,2009-08-04,34,871.13,871.55,0.419999999999959,0.13144272,-0.506784743028543
"423","128","194800","Oak Lake","1977",1977-07-05,1977-07-30,25,1.35,1.02,-0.33,0.14055128,-0.288369577493138
"424","128","194800","Oak Lake","1977",1977-07-30,1977-08-26,27,1.02,1.05,0.03,0.27735352,-0.237822767068122
"425","128","194800","Oak Lake","1977",1977-08-26,1977-10-09,44,1.05,1.52,0.47,0.83680016,-0.261384775214591
"426","128","194800","Oak Lake","1977",1977-10-09,1977-10-30,21,1.52,1.55,0.03,0.07218952,-0.0579164383017588
"427","128","194800","Oak Lake","1978",1978-08-11,1978-08-31,20,2.48,2.53,0.0499999999999998,0.51178168,-0.169744287420235
"428","128","194800","Oak Lake","1978",1978-08-31,1978-09-19,19,2.53,2.57,0.04,0.32472,-0.147235111861316
"429","131","195900","Pickerel Lake","1976",1976-08-26,1976-10-06,41,10.46,10.16,-0.300000000000001,0.11488528,-0.270120738544873
"430","131","195900","Pickerel Lake","1976",1976-10-06,1976-11-05,30,10.16,10.11,-0.0500000000000007,0.03697872,-0.0905398593958403
"431","131","195900","Pickerel Lake","1977",1977-06-03,1977-08-03,61,9.7,9.07,-0.629999999999999,0.57298648,-0.59687363860992
"432","131","195900","Pickerel Lake","1977",1977-08-03,1977-09-14,42,9.07,8.75,-0.32,0.33374656,-0.284769774806847
"433","131","195900","Pickerel Lake","1978",1978-07-20,1978-08-05,16,8.18,8.12,-0.0600000000000005,0.1713964,-0.16282797025181
"434","131","195900","Pickerel Lake","1978",1978-08-05,1978-08-21,16,8.12,7.91,-0.209999999999999,0.10543232,-0.150566577157589
"435","131","195900","Pickerel Lake","1978",1978-08-21,1978-09-09,19,7.91,7.88,-0.0300000000000002,0.15715792,-0.148285842538871
"436","131","195900","Pickerel Lake","1978",1978-09-09,1978-09-28,19,7.88,8.06,0.180000000000001,0.49175072,-0.0824989141695561
"437","131","195900","Pickerel Lake","1978",1978-09-28,1978-10-18,20,8.06,8.04,-0.0200000000000014,0.14594032,-0.0754914208311085
"438","131","195900","Pickerel Lake","1978",1978-10-18,1978-11-13,26,8.04,7.99,-0.0499999999999989,0.08715616,-0.0441819944005759
"439","131","195900","Pickerel Lake","1979",1979-05-16,1979-06-03,18,8.49,8.53,0.0399999999999991,0.236298416,-0.102533206306855
"440","131","195900","Pickerel Lake","1979",1979-06-03,1979-06-23,20,8.53,8.61,0.0800000000000001,0.178226672,-0.168096808237808
"441","131","195900","Pickerel Lake","1979",1979-06-23,1979-07-12,19,8.61,8.67,0.0600000000000005,0.149250824,-0.177287172782782
"442","131","195900","Pickerel Lake","1979",1979-07-12,1979-07-28,16,8.67,8.61,-0.0600000000000005,0.220466512,-0.170174036873864
"443","131","195900","Pickerel Lake","1979",1979-07-28,1979-08-18,21,8.61,8.73,0.120000000000001,0.232213832,-0.169234581741806
"444","131","195900","Pickerel Lake","1979",1979-08-18,1979-09-08,21,8.73,8.95,0.219999999999999,0.242310328,-0.138329593360436
"445","131","195900","Pickerel Lake","1979",1979-09-08,1979-10-16,38,8.95,8.89,-0.0599999999999987,0.12551576,-0.233572281963858
"446","132","196100","Pine Lake (Springwater)","1963",1963-05-22,1963-09-30,131,891.53,891.03,-0.5,1.06660024,-1.18033582169701
"447","132","196100","Pine Lake (Springwater)","1966",1966-06-07,1966-11-08,154,892.5,890.78,-1.72000000000003,0.761206,-1.38769715134506
"448","132","196100","Pine Lake","1987",1987-09-21,1987-11-03,43,890.91,892.58,1.67000000000007,0.215721664,-0.24110363635295
"449","134","197300","Round Lake","1973",1973-07-06,1973-09-27,83,94.12,93.67,-0.450000000000003,0.64152864,-0.666450338526224
"450","134","197300","Round Lake","1973",1973-09-27,1973-10-26,29,93.67,94.13,0.459999999999994,0.126116,-0.129160944545402
"451","136","197600","Round Lake","1990",1990-05-18,1990-06-08,21,1.74,1.78,0.04,0.249538136,-0.138700108611609
"452","136","197600","Round Lake","1990",1990-06-08,1990-06-29,21,1.78,1.96,0.18,0.503733216,-0.149625417628011
"453","136","197600","Round Lake","1990",1990-06-29,1990-07-20,21,1.96,2,0.04,0.14140572,-0.212367697629807
"454","136","197600","Round Lake","1990",1990-07-20,1990-08-07,18,2,2.19,0.19,0.225761744,-0.140878618999076
"455","136","197600","Round Lake","1990",1990-08-07,1990-08-24,17,2.19,2.28,0.0899999999999999,0.173329304,-0.143869406318602
"456","136","197600","Round Lake","1990",1990-08-24,1990-09-14,21,2.28,2.6,0.32,0.250957392,-0.135701573741132
"457","136","197600","Round Lake","1990",1990-09-14,1990-10-06,22,2.6,2.79,0.19,0.321301584,-0.122131724088091
"458","136","197600","Round Lake","1990",1990-10-06,1990-11-01,26,2.79,2.98,0.19,0.151987984,-0.0970774826017398
"459","136","197600","Round Lake","1991",1991-06-26,1991-07-18,22,2.6,1.86,-0.74,0.190373496,-0.198561454076848
"460","136","197600","Round Lake","1991",1991-07-18,1991-08-29,42,1.86,1.74,-0.12,0.433887256,-0.32784260203744
"461","136","197600","Round Lake","1991",1991-08-29,1991-09-20,22,1.74,1.87,0.13,0.328127592,-0.181113780529529
"462","136","197600","Round Lake","1992",1992-06-03,1992-07-30,57,1.7,1.59,-0.11,0.435690272,-0.45280921677829
"463","136","197600","Round Lake","1992",1992-07-30,1992-08-17,18,1.59,1.59,0,0.096390672,-0.171771742384788
"464","136","197600","Round Lake","1992",1992-08-17,1992-09-01,15,1.59,1.69,0.0999999999999999,0.177836352,-0.122333381650967
"465","136","197600","Round Lake","1992",1992-09-01,1992-09-21,20,1.69,1.78,0.0900000000000001,0.449553192,-0.107220467351064
"466","137","197900","Sand Lake","1992",1992-06-30,1992-07-29,29,1.22,1.04,-0.18,0.288798096,-0.22155059508811
"5513","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1988",1988-10-06,1988-11-05,30,4.29,4.28,-0.00999999999999979,0.177951152,-0.0760075748607712
"5514","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1989",1989-06-12,1989-07-10,28,4.99,4.85,-0.140000000000001,0.206112576,-0.212092221479799
"5515","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1989",1989-07-10,1989-07-26,16,4.85,4.63,-0.22,0.022544096,-0.144453744582533
"5516","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1989",1989-07-26,1989-09-06,42,4.63,4.39,-0.24,0.468727416,-0.297793486533732
"5517","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1989",1989-09-06,1989-10-04,28,4.39,4.02,-0.37,0.107820488,-0.142101060854899
"5518","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1990",1990-05-15,1990-05-30,15,4.26,4.4,0.140000000000001,0.211793864,-0.0668588163798834
"5519","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1990",1990-05-30,1990-06-14,15,4.4,4.43,0.0299999999999994,0.219624208,-0.109829497889084
"5520","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1990",1990-06-14,1990-07-01,17,4.43,4.4,-0.0299999999999994,0.240968152,-0.122811064676959
"5521","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1990",1990-07-01,1990-07-16,15,4.4,4.29,-0.11,0.160385768,-0.135703883953923
"5522","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1990",1990-07-16,1990-07-31,15,4.29,4.23,-0.0599999999999996,0.146974504,-0.101580416720621
"5523","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1990",1990-07-31,1990-08-15,15,4.23,4.15,-0.0800000000000001,0.117419736,-0.124956522605212
"5524","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1990",1990-08-15,1990-08-30,15,4.15,4.52,0.369999999999999,0.291051784,-0.0720391960638925
"5525","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1990",1990-08-30,1990-09-14,15,4.52,4.84,0.32,0.315854816,-0.0813830381293989
"5526","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1990",1990-09-14,1990-09-29,15,4.84,4.82,-0.0199999999999996,0.226504992,-0.0620567565820067
"5527","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1990",1990-09-29,1990-10-14,15,4.82,4.86,0.04,0.127499504,-0.0503398764172506
"5528","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1990",1990-10-14,1990-10-29,15,4.86,5.12,0.26,0.286950472,-0.0199352640023301
"5529","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1990",1990-10-29,1990-11-15,17,5.12,5.08,-0.04,0.016667976,-0.0367594864487872
"5530","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1991",1991-05-22,1991-06-06,15,5.82,5.99,0.17,0.296436888,-0.0965645634078407
"5531","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1991",1991-06-06,1991-06-21,15,5.99,6.07,0.0800000000000001,0.104955736,-0.15069604721322
"5532","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1991",1991-06-21,1991-07-06,15,6.07,6.14,0.0699999999999994,0.346457544,-0.114806198022888
"5533","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1991",1991-07-06,1991-07-21,15,6.14,6.1,-0.04,0.215747248,-0.120319062949851
"5534","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1991",1991-07-21,1991-08-05,15,6.1,6.05,-0.0499999999999998,0.226025128,-0.120678730858462
"5535","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1991",1991-08-05,1991-09-04,30,6.05,5.74,-0.31,0.134436704,-0.217481538886092
"5536","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1991",1991-09-04,1991-10-01,27,5.74,5.7,-0.04,0.408172712,-0.137715318680687
"5537","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1991",1991-10-01,1991-10-21,20,5.7,5.62,-0.0800000000000001,0.126144208,-0.0515550558245813
"5538","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1992",1992-05-18,1992-06-02,15,6.25,6.1,-0.15,0.161039472,-0.0773409082266878
"5539","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1992",1992-06-02,1992-06-17,15,6.1,5.92,-0.18,0.036023256,-0.10711813897993
"5540","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1992",1992-06-17,1992-07-02,15,5.92,6.11,0.19,0.19877292,-0.102164167549867
"5541","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1992",1992-07-02,1992-07-22,20,6.11,5.99,-0.12,0.310211576,-0.123583306896133
"5542","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1992",1992-07-22,1992-09-01,41,5.99,5.5,-0.49,0.261989672,-0.265314934437588
"5543","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1992",1992-09-01,1992-09-17,16,5.5,5.64,0.14,0.219696368,-0.0765924974502548
"5544","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1992",1992-09-17,1992-11-04,48,5.64,5.57,-0.0699999999999994,0.439664976,-0.121159903142929
"5545","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1993",1993-05-15,1993-06-02,18,5.73,5.8,0.0699999999999994,0.207323224,-0.0590337439032521
"5546","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1993",1993-06-02,1993-06-23,21,5.8,6.11,0.31,0.471227104,-0.107030791092349
"5547","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1993",1993-06-23,1993-07-12,19,6.11,6.02,-0.0900000000000007,0.126200296,-0.153396369969695
"5548","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1993",1993-07-12,1993-08-09,28,6.02,5.86,-0.159999999999999,0.2156108,-0.220919092576961
"5549","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1993",1993-08-09,1993-08-31,22,5.86,5.71,-0.15,0.114599264,-0.158656422961236
"5550","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1993",1993-08-31,1993-09-15,15,5.71,5.77,0.0599999999999996,0.256867296,-0.0836243159219492
"5551","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1993",1993-09-15,1993-09-30,15,5.77,5.7,-0.0699999999999994,0.209908848,-0.0560885321682716
"5552","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1993",1993-09-30,1993-10-15,15,5.7,5.64,-0.0600000000000005,0.113165576,-0.0507064852280808
"5553","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1993",1993-10-15,1993-10-30,15,5.64,5.67,0.0300000000000002,0.104246272,-0.0111535232884962
"5554","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1993",1993-10-30,1993-11-15,16,5.67,5.76,0.0899999999999999,0.127291552,-0.0309294122259113
"5555","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1994",1994-05-15,1994-05-30,15,5.5,5.43,-0.0700000000000003,0.075608592,-0.0225850037277606
"5556","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1994",1994-05-30,1994-06-14,15,5.43,5.52,0.0899999999999999,0.194270792,-0.113327644159354
"5557","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1994",1994-06-14,1994-07-11,27,5.52,5.64,0.12,0.439418648,-0.203898537042052
"5558","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1994",1994-07-11,1994-07-26,15,5.64,5.71,0.0700000000000003,0.228246672,-0.106409038555808
"5559","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1994",1994-07-26,1994-08-10,15,5.71,5.58,-0.13,0.163671016,-0.11681522593925
"5560","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1994",1994-08-10,1994-08-25,15,5.58,5.41,-0.17,0.1367104,-0.0921940920704885
"5561","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1994",1994-08-25,1994-09-09,15,5.41,5.27,-0.140000000000001,0.131256744,-0.0736815728926759
"5562","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1994",1994-09-09,1994-09-24,15,5.27,5.77,0.5,0.472152064,-0.0701496043202631
"5563","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1994",1994-09-24,1994-10-09,15,5.77,5.805,0.0350000000000001,0.226228488,-0.0482433849849924
"5564","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1994",1994-10-09,1994-10-24,15,5.805,5.911,0.106,0.189837544,-0.0511116126661783
"5565","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1994",1994-10-24,1994-11-15,22,5.911,5.841,-0.0699999999999994,0.100480832,-0.0216055617652037
"5566","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1995",1995-05-15,1995-05-30,15,6.051,6.135,0.0839999999999996,0.229534072,-0.100432367179991
"5567","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1995",1995-05-30,1995-06-14,15,6.135,6.098,-0.0369999999999999,0.145466032,-0.101967485368038
"5568","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1995",1995-06-14,1995-06-29,15,6.098,5.944,-0.154,0.046409048,-0.119484728263516
"5569","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1995",1995-06-29,1995-07-14,15,5.944,5.842,-0.102,0.196503816,-0.116781965905924
"5570","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1995",1995-07-14,1995-07-29,15,5.842,5.889,0.0470000000000006,0.260817072,-0.0977040175869383
"5571","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1995",1995-07-29,1995-08-13,15,5.889,5.787,-0.102,0.201882032,-0.113442319806942
"5572","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1995",1995-08-13,1995-08-28,15,5.787,5.674,-0.113,0.383868568,-0.105396835563918
"5573","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1995",1995-08-28,1995-09-12,15,5.674,5.401,-0.273000000000001,0.122988192,-0.0975753502511611
"5574","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1995",1995-09-12,1995-09-27,15,5.401,5.365,-0.0359999999999996,0.110956496,-0.049047275661901
"5575","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1995",1995-09-27,1995-10-12,15,5.365,5.697,0.332,0.361324472,-0.0414430360935785
"5576","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1995",1995-10-12,1995-10-27,15,5.697,5.816,0.119,0.188846984,-0.0322301253406217
"5577","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1995",1995-10-27,1995-11-15,19,5.816,5.88,0.0640000000000001,0.109132816,-0.0278258432282965
"5578","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1996",1996-05-16,1996-05-31,15,6.51,6.57,0.0600000000000005,0.100756024,-0.00654517632324042
"5579","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1996",1996-05-31,1996-06-28,28,6.57,6.59,0.0199999999999996,0.337143656,-0.125271846281496
"5580","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1996",1996-06-28,1996-07-13,15,6.59,6.67,0.0800000000000001,0.255884936,-0.115800622702225
"5581","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1996",1996-07-13,1996-07-28,15,6.67,6.72,0.0499999999999998,0.28911888,-0.0933630599603158
"5582","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1996",1996-07-28,1996-08-12,15,6.72,6.67,-0.0499999999999998,0.298710912,-0.0982767708459548
"5583","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1996",1996-08-12,1996-08-27,15,6.67,6.51,-0.16,0.146924976,-0.0870881759622908
"5584","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1996",1996-08-27,1996-09-11,15,6.51,6.44,-0.0699999999999994,0.140497488,-0.0810441994987572
"5585","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1996",1996-09-11,1996-09-26,15,6.44,6.32,-0.12,0.096374272,-0.0547356910659527
"5586","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1996",1996-09-26,1996-10-11,15,6.32,6.25,-0.0700000000000003,0.10186204,-0.0470685327628323
"5587","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1996",1996-10-11,1996-10-26,15,6.25,6.38,0.13,0.246676336,-0.0252396223706234
"5588","592","2015500","MAX LAKE NEAR WOODRUFF, WI","1996",1996-10-26,1996-11-15,20,6.38,6.42,0.04,0.205110536,-0.0330547381296685
"5589","594","2043700","Upper Twin Lake","1977",1977-08-12,1977-09-01,20,7.99,8.47,0.48,0.49953744,-0.178023425522748
"5590","594","2043700","Upper Twin Lake","1977",1977-09-01,1977-09-25,24,8.47,8.54,0.0699999999999985,0.39472176,-0.150959251195777
"5591","594","2043700","Upper Twin Lake","1977",1977-09-25,1977-10-16,21,8.54,8.46,-0.0799999999999983,0.22198384,-0.0883789050832692
"5592","594","2043700","Upper Twin Lake","1977",1977-10-16,1977-11-13,28,8.46,8.36,-0.100000000000001,0.0849684,-0.0722667590811778
"5593","594","2043700","Upper Twin Lake","1978",1978-05-20,1978-06-04,15,8.24,8.27,0.0299999999999994,0.2299772,-0.124608571004363
"5594","594","2043700","Upper Twin Lake","1978",1978-06-04,1978-07-03,29,8.27,8.49,0.220000000000001,0.47305144,-0.354765593369026
"5595","594","2043700","Upper Twin Lake","1978",1978-07-03,1978-07-23,20,8.49,8.42,-0.0700000000000003,0.30414456,-0.188316146154338
"5596","594","2043700","Upper Twin Lake","1978",1978-07-23,1978-08-13,21,8.42,8.11,-0.31,0.13565424,-0.243898583927123
"5597","594","2043700","Upper Twin Lake","1978",1978-08-13,1978-09-03,21,8.11,8.4,0.290000000000001,0.41217792,-0.179012575801854
